user,assistant
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people I prefer animals they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","You are not alone. Lots of people are uncomfortable around other people and especially in large crowds. In therapy, I would want to know more about your feelings with people you ARE close to such as family, friends, or coworkers, how long you've had these feelings, and if there are times when other people are fine. Sometimes this type of feeling can be traced to specific experiences and that's where I would start. Counseling could help you find the root of these feelings and help find ways to cope when you find yourself in a situation where you're around people."
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people I prefer animals they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","It's common with social anxiety to replay or ""pre-play"" conversations in your mind - often focusing on how you believe it did or could go wrong. CBT can be helpful in pinpointing what's keeping this cycle of anxiety and avoidance going for you if it's something you wish to change. It's also important to note that adults who struggle with feeling nervous or scared in social situations often have similar experiences in childhood - namely being criticized by parents, siblings, or peers for how they speak, interact, appear, or express themselves. This often creates a pattern of becoming very self-conscious in an effort to avoid shame and embarrassment in social interactions. Working with a therapist to process through these thinking patterns and the behaviors that come from them can help to start decreasing anxiety and anger around social interactions and more importantly decreasing feelings of shame and anxiety about the way you express yourself."
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people I prefer animals they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","I am very sorry to hear that you are going through this! While animals can be a wonderful way to experience emotional support, you may want to consider opening up to a Life Coach or therapist to discuss some of your concerns. You are not alone, and many people are experiencing very similar anxieties. A Life Coach or professional therapist could help to guide you through these emotions and refer you to additional professional help if needed. It sounds as though you want to address some of these issues by first asking the question. Finding additional support from a trained professional whom you feel comfortable with could be the best way to get the help that you need. I wish you the best of luck on your journey!"
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people I prefer animals they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","You are a unique individual exhibiting some of the traits of a specific type of temperament. Through temperament counseling you can come to know, accept, and manage your God-given temperament to become all that God intended. There is nothing wrong with you -- God loves you as you are and wants to help you balance your temperament needs."
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people I prefer animals they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","I think you have a lot of insight into whats going on - being able to pinpoint the issue youre facing and describe the responses it evokes. It sounds like you may be dealing with social anxiety and it may be beneficial to talk to a professional counselor about this. A therapist can help you develop tools or coping strategies for dealing with these situations. From what youve shared, you might benefit from animal assisted therapy. Equine therapy is a great approach, or even just working with a therapist who uses animal assisted therapy integrated with a traditional approach to counseling."
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people I prefer animals they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","Reaching out to talk about these issues is an important first step. Finding professional services might be recommended if these issues are happening more and more. A few things to note...Anger is an important secondary feeling to be aware of- it keeps us safe, allows us to stand up for ourselves or others....but it also harbors a myriad of disadvantages. But its secondary. It's more necessary to understand the primary emotions behind the anger- worry, confusion, frustration, fear, loneliness, etc...Anxiety has a lot to do with worrying about the future, especially things that we might not be able to control. If we focus our worry on negative things- mistakes, failures, or messups then we will inherently tell ourselves negative things about ourselves. People tend to dwell on the negatives without embracing, or as t least recognizing, the positives."
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people I prefer animals they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","It's totally normal to feel overwhelmed and uncomfortable in large crowds, or large family gatherings. You may worry about not fitting in, or having anything to say. It is important to have a friend or two. Try to find someone with similar interests. Maybe you can do things that don't involve a lot of face to face contact, like going to see a movie, play or sporting event. Many people are perfectly happy doing things in small groups. If you have ongoing conversations in your head, it is usually due to worry about being judged, and wanting to do or say the exact right thing, as mentioned above. Finding someone to talk to, either a supportive friend or therapist, would allow you to get some of those thoughts our of your head, and realize that you are more accepted than you think. Good luck!"
"When I'm in large crowds I get angry and I just can't deal with people. I don't really like other people I prefer animals they make me nervous and scared. I lay awake at night thinking and having conversations in my head and i almost always end up making myself feel terrible and crying, I have more conversions in my head than I do with actual people. I don't know what's wrong with me and why I feel this way. What should I do?","So amazing that you are aware of your social anxiety and distress with others you are in relationships with. You have taken the first step toward a journey of healing! Secondly, make an appointment with a therapist who specializes in neurofeedback and biofeedback treatment. A test is needed to determine which areas of your brain are on and which areas of your brain are off. Then it will be focused treatment which will speed your healing."
"I often get the feeling that I'm being watched, like video cameras are hidden wherever I am, even at home. I feel like people can see all that I do and are reading my thoughts. Things I read or hear on the radio seem to be about or meant for me, and people are talking about me when they whisper.","It sounds like you are feeling pretty overwhelmed with worry about being continuously monitored, with no privacy even in your own mind, and as if people are constantly saying things about you in whispers on in the media. It's hard to say from a post online what is at the root of this experience, but you may be able to get insight into that, as well as develop ways of coping with the distress of feeling this way, with the help of a good therapist. There is no pill or technique that can guarantee that this experience will go away, though it might, however, there are things that you can do so that you can understand it better and so that it does not have such an impact on your ability to lead a satisfy life."
"I constantly have this urge to throw away all my stuff. Its constantly on my mind and makes me feel anxious. I dont sleep because Im thinking about something I can get rid of. I dont know why I do it. I started years ago when I lived with my dad then I stopped when I moved in with my mom. Years later, it has started again.","Since you wrote that you noticed a change in your throwing away urge when you changed with which parent you lived, would you feel that throwing away things is connected to wanting to be done with certain areas of influence with either parent?Play in your mind with the metaphor of ""throwing away"" and whatever associations you feel toward this. Are you feeling alarmed or freed, by throwing away things? I'm only suggesting these, not telling you that they apply necessarily.Anxiety comes up when people feel helpless to manage a meaningful part of their lives. So pay attention whether your stuff represents difficult scenarios or phases of your growing up years. Possibly you are trying to rid yourself of painful feelings which were part of your early years' relationship with either parent.Basically, sounds as though you are trying to establish a clearer sense of who you are and the throwing away part is a means of discovering who you are, once all the clutter is released."
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.","Anxieties are an adrenal problemClean them out with a proper detox, using the food built for mankind, and a herbal protocolMaybe throw in some fasting here and there to kick the kidneys into high gear and get the adrenals pumping...Every loss is a gain, so losing a car means you no longer hold responsibility to keep and maintain it...If you're really up for it, some contemplation that is keep one thought lightly on your mind allllllll day that is just focus upon it from time to time, ""Man, I notice that the sky is really blue today... and the air is really crisp today..."" after 3-5 days of contemplation, see what you notice..."
"I have anxieties about everyday stressors, i.e. finances, work, relationships, kids, and maintaining a household.","Which one gives you the most anxiety? List from top to bottom which one gives you the greatest anxiety and ask the question how come? From there, we can figure out the underlying factors of your anxiety."
I don't understand why this is happening. Why do I feel this way?,Social anxiety has skyrocketed since COVID. Plus could be trauma or PTSD. Maybe you are a known person and feel safer not going so much out in public. I understand as a known person in my field depending on where I am it can be a bit much. Or maybe the things you found Joy in before are not as much of an interest. It could be your age or menapause hormones and injury. SO many things could be in play depending on the client and their lifestyle. Always best to get a check up. See if there is under lining medical issues and then go from there.
I don't understand why this is happening. Why do I feel this way?,"One reason may have to do with physical anxiety symptoms. This is common for people who experience panic attacks or physical anxiety symptoms. Often it begins with just avoiding certain places or activities where the symptoms happen. Over time, it's common for it to spread to more and more places and situations until many people get in the habit of not leaving their home at all in an effort to avoid the symptoms."
I don't understand why this is happening. Why do I feel this way?,"The short answer I could give is that we don't know why it's happening. The longer answer could come from deeper exploration as to your fears, or anxieties, that you experience maybe just thinking of going outside. But any sort of exploration about this almost HAS to begin with an agreement within you and all of your feelings, that's it's not something to be ashamed of. If we are ashamed of any of our behaviors, then we lose the ability to sit with them and see where they are coming from. This could be something that can be worked through in therapy, and specifically with a therapist who specializes in anxiety and more specifically, agoraphobia."
I don't understand why this is happening. Why do I feel this way?,"The first step to answer your question is to reflect on what is going on in your life overall. If you're in the midst of severe stress, whether within your relationship or effort to establish a relationship, upheaval in family dynamics, some type of significant loss like a job or someone with whom you feel closely attached, then you may simply be creating the solitude which is necessary to better understand and absorb the meaning of these changes.I assume you mean you are by yourself when you are indoors.What you write sounds like you're not happy with this recent urge rather than that you and someone or others are having great and fun times together.One way to encourage yourself to go back outdoors is to connect w a friend or search for an interest within you to develop.This way with either of these, you'd feel a little bit of motivation to join and get more involved with either of these."
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?",ask them what they mean by that? You're not alone. 1 in 13 globally suffers from anxiety. The WHO reports that anxiety disorders are the most common mental disorders worldwide. - Anxiety and Depression Association of America Immediate relief1. Get a hug from a loved one2. Enjoy aromatherapy3. Create artworkI am sending you one NOW
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","CONGRATS to your new job!! You are working! You are taking care of your family!! Good FOR YOU!!! Transitions bring anxiety, but anxiety and anxiety attacks are treatable. Try utilizing some muscle relaxation techniques, massages, meditation, etc. I would also listen to things that help you to feel calm on the road, comedy stations that bring laughter, laughter is good for anxiety. Or listen to relaxing music, or biolateral sounds, or talking to a friend or a therapist while you're on the road. Hope this helps!"
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","Congrats on the new job! Why don't you take a moment and practice some self-appreciation for getting this job that's so important to you and your family.It sounds like youre uncertain as to whether you have an anxiety disorder or not, so my first recommendation for you would be to see a licensed therapist or psychologist near you for a diagnosis.If you do live with anxiety and do have a history of panic attacks, you should seek therapy from an anxiety specialist who can help you develop techniques to manage anxiety and work through the underlying causes of anxiety. A good therapist will help you Identify anxiety triggersName and scale the anxietyDevelop grounding toolsSet boundaries with family membersWork through past traumasSlowly expose yourself to the feared stimulusNotice and celebrate small wins I hope this answers your question and I wish you the best of luck in being able to get to and from your new job successfully, safely and calmly."
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","Getting a new job is both exciting and scary. The bottom line is that you were hired because you CAN do this job. Take a moment to reflect on all of the hard work it took to get here. Next, identify habits that are proven to reduce the chance of anxiety attacks and plan how you can incorporate these into your routine. Habits may include getting a healthy amount of sleep, eating a balanced breakfast, avoiding social media, or meditating on the way to work. When or if feelings of anxiety do start to creep in, reassure yourself that this feeling is temporary and will pass. When you can, be mindful of your breathing and take some deep breaths in slower moments. Most importantly, have confidence in your ability to do well. After all, you were hired for a reason!"
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","It's understandable that you would experience anxiety as your job involves a long commute away from home. One of the ways to cope with this situation might be to think about all the good that will come out of the sacrifice you are making to help support your family financially.There may be many other benefits you are drawing from working such as professional growth or other areas you can focus on. Doing a cost benefit analysis can also be helpful in identifying the advantages of this experience which may help decrease your worry. As a HeartMath Certified Practitioner, I would also recommend a deep breathing technique known as heart focused breathing. It is simple to do and will help you enjoy a sense of calm and ease whenever you feel you need it. All the very best to you. Just click here Heart focused breathing"
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","Its understandable to have anxiety when transitioning to a new jobcareer or any other major life change. Doing some mindfulness activities such as deep breathing exercises, grounding, or mindfulness meditation can help center and calm yourself in moments of anxiety when being away from your family.It may also be helpful to make a list of your concerns or fears about being away from your family. What are you afraid will happen while you are away? Once you've identified those fears you can challenge them and determine whether they are based on fact or your emotions."
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","Hi, It is really good that you are working so hard to take care of your family. Anxiety can be so challenging, especially when new challenges have come up. It would be good to work through some of these issues you are experiencing, and examine your self care and support processes."
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","Congratulations on your new job. Chances are, you accepted this opportunity knowing that sometimes, you feel heightened levels of anxiety while traveling or at least, people are telling you this is true Rather than working towards how to stop it from happening, it might make more sense to prepare for if it does often, when we know how we might deal with a situation, the situation doesn't manifest. On a more broad scope, though, tools to minimize anxious feelings abound there are apps headspace or happify for example therapy helps, and tools like yoga and meditation can help reduce anxious feelings too. Safe travels"
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","Anxiety or panic attacks can be very frightening. Here are a few ""tools"" you can use that will help in the short term Keeping your mind occupied by listening to books on tape may help Counting backwards from 100 in 7's Naming cities that begin with each letter of the alphabet Keeping some ice or an ice pack in a cooler beside you, which you may take out and hold in your hand or to your face Soothing self-talk such as ""This is uncomfortable, but I can handle it"" or ""I've been through this before and can make it through again"". I recommend that you seek out a Therapist to help you with some long-term solutions to the anxiety. Additionally, learning to breathe into the abdomen and practicing this daily is another long-term solution. Yoga and meditation would be great!"
"I just took a job that requires me to travel far away from home. My family and I really need this job. People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?","It is ok to have anxiety. Please don't be anxious about being anxious.If you feel anxiety coming over you, then pull off the road to a safe place. Concentrate on centering yourself and to breath slowly. Take some sips of water. Sit still. The anxiety should pass in about twenty minutes.If it does not pass, then continue calming yourself until you feel safe enough to drive to your hotel. You can always explain to your supervisor that you were taking care of a medical problem, because anxiety is a medical problem."
I haven't been feeling like myself lately. I've been upset for no reason and feeling anxious. I'm feeling burnt out. What can help me feel better?,"I would first say that those are difficult thoughts and feelings that sound exhausting. I can't image how this must feel, but I can assure you that you are not alone. These are common experiences in our society where we are made to feel as though we must ""go go go"". Especially in the current world situation, even simple things can feel overwhelming. I believe that starting with ""baby steps"" such as taking even 10-20 minutes for yourself daily to be in the quiet and reflect can be helpful. Recognizing that even small self-care steps such as drinking more water, eating healthier foods, or taking a hot bath can be helpful to relieve stress."
I haven't been feeling like myself lately. I've been upset for no reason and feeling anxious. I'm feeling burnt out. What can help me feel better?,"Does it help to put a name to the experience you are having? Where you first said, ""I've been upset for no reason and feeling anxious,"" you then say that you are ""feeling burnt out,"" which gives a little more context to what may have once felt like ""no reason."" Perhaps you are feeling burnt out! That is a big deal, and please try not to take it lightly! When we get burnt out, I have found that it's from one of two things either we are not doing what we want, or we are doing too much either of something we want or something we don't, doesn't really matter once we get into doing too much.If either of those rings true for your experience, try as much as possible to sit with the experience and get a better sense of where the burn out is coming from. I wrote about burnout for a newsletter and it is on my website. I don't want to do shameless promotion, but I thought it could also add to helping you  hope that you can also see that it's not an abnormal experience."
I haven't been feeling like myself lately. I've been upset for no reason and feeling anxious. I'm feeling burnt out. What can help me feel better?,"There's no such possibility that you're upset for ""no reason""!The reason is not obvious, not that you are feeling upset in response to nothing at all.What can help you feel better is to be kind and gentle with yourself because this sort of approach will more likely relax your mood and mindset enough for the tension and anxiety you feel, to dissipate somewhat.Try to understand whether certain situations or interactions remind you or feel similar to ones which distressed you before.This may be the reason for your anxiety.It is good news that you know the difference between your usual sense of yourself and that you've been away from this feeling.Give yourself a little credit for understanding yourself. Giving credit adds confidence and confidence will help you find the reasons and new ways to handle your anxiety."
I have a bad habit of thinking and worrying about what others may think of me. I really want to stop it and enjoy things.,"Thinking about what others think of us is a natural tendency. Human beings are social creatures and rely on feedback from the outside world of people, places, and things to let us know more about ourselves. We also have an inner voice, dialogue, conscience, etc. that helps us to determine the path for us. Often, when someone is worried about the external feedback, and focuses on this as the sole source of information, it can create a dependency that can become problematic. Balance is key to so many things in life. Your own voice is powerful and has strength to provide you the enjoyment you seek. Don't discount it and rely only on the voices of others."
"I am on the track and softball team. My school is small, so I play all four sports it offers. I feel obligated to do track because I'm not a horrible runner, and my dad wants me to. The catch is is that the days before a track meet and the morning of, I get sick and cry.","Does anyone notice that you get sick and cry on track meet days?Have you told anyone?From what you write, as much as you would like to please your school and dad, something within you doesn't quite want to fully follow through.Step one in life always is to know what you want and what your limits are. It already is difficult to avoid listening to your body.Try understanding what is difficult in telling your father that you'd like doing as he wishes, only are not able to do so because you are emotionally and physically distraught on the days you have track.After finishing the season for this year with your school's track team, then expect to concentrate on taking care of your own need to not do track.Hopefully your father will understand and care about your problem. If he does not and track is more important than your well being, then you have a different problem entirely."
"I am on the track and softball team. My school is small, so I play all four sports it offers. I feel obligated to do track because I'm not a horrible runner, and my dad wants me to. The catch is is that the days before a track meet and the morning of, I get sick and cry.","It sounds like you are no longer committed to track emotionally. It can be hard to talk to your dad about this, but he may think you love track and may not know you are getting so upset the days of meets. An idea would be to first write a letter to your dad to see what feelings come out and then preparing to speak with him. I think he will appreciate your honesty and maybe this conversation will bring you relief and also time to find something you really will enjoy."
"I'm scared that my anxiety will make me say foul language. I don't want to say those words though. I'm only a teen and all my friends curse, but I don't want to. I don't know what to do.","It's definitely possible that your response to anxiety is to swear, though you don't have to feel controlled by that reaction. As a teen, you're developing your identity based on what feels right to you and what doesn't. It's OK to be different than your friends, and just being around swearing doesn't mean you will for sure pick up that habit. What is it that connects your anxiety to swearing? If it feels like your automatic response might be to curse, you could try picking some words that don't go against your values to use as a default when you are upset. You could also work directly with calming your anxiety, maybe in ways that make you feel in control. Breathing exercises as well as thought replacement replacing an unhelpful thought with a helpful one are good for that. Whatever you try, I wish you the best of luck!"
"When I'm around people, I sometimes think someone has made a comment to me or asked me to do something. I will be focusing on something else and then randomly think I hear something about me. I never know if it was actually said.","Anxiety can absolutely make you think you heard something about you. When we are on high alert, we tend to look for threats and often the greatest threats we experience on a daily basis are social in nature. To some extent this is normal, for example, when people experience late onset deafness, they often will worry people are talking about them and usually not good things because our brains tend to jump to that. Of course, I'm not saying you are going deaf or anything, just giving an example. Counseling can help you work through this anxiety. It may also be helpful to reach out to a counselor to rule out if there may be other things going on. Sometimes things like paranoia can blend in with anxiety, which is a very distressing experience. But both are absolutely treatable. Wishing you the best!"
"When I'm around people, I sometimes think someone has made a comment to me or asked me to do something. I will be focusing on something else and then randomly think I hear something about me. I never know if it was actually said.","It sounds like you are having difficulty knowing if people are saying things to you, or if you only thought someone was talking to you, and this is anxiety producing. It's understandable that it could be confusing andor a bit scary to be unsure if people are speaking to you or not. It's hard to say exactly what is going on from just this description, but if you can work with a competent therapist, you may be able to get more insight into what is happening, get clarity about your social interactions, and develop some ways to deal with the anxiety."
It's especially bad at night time. I am scared of sleeping alone.,"Being able to know you feel anxiety and write about it, is the first step to addressing and handling it!Generally, anxiety is deep fear of not being able to handle what comes up in life. Somehow the person was insufficiently nurtured and so felt insecure when very young.Usually the person had to fend on at least a psychological and emotional level for themselves before reaching an age when doing so would have been reasonable.Their inner feeling of overwhelmed from when very young, hasn't faced the reality that the grown person is now capable, even if this takes some practice. Try asking yourself what you are afraid of and theorize how you would handle these situations as a grown person.Also, sometimes anxiety comes from feeling lonely. This loneliness is reminiscent of the loneliness that the grown person now, felt when being left to take care of situations as a child which were too difficult and complex for any child to address."
I've been like this ever since I was in school back then I transferred to another school. Now I'm thinking about changing my job.,"Is there a certain problem you feel about living the way you describe?As long as you feel satisfied with how your life is unfolding then youre making wise decisions.If you feel tension or that somehow doing as you describe is wrong, then the first step is to identify the way you feel your methodology described above has a role in working against your best interest.Basically, define what is problematic in order to address it."
I've been like this ever since I was in school back then I transferred to another school. Now I'm thinking about changing my job.,"Sometimes changes make sense. It may be helpful to talk to someone who you trust to get a sense of whether the changes that you are making are those that are considered adaptable or important changes that allow us all to grow. Another possibility is that you are changing things in an effort to get away from something that is uncomfortable or difficult. There are many other possibilities along this continuum.I would ask you to consider the followingWhat is leading you to want to change your job?What feelings are associated with this change? Happy, sad, scared, anxiousnervous, confused, motivated, etc.How is the job that you are looking to transfer to going to be better or different? Are the concerns that you have now going to travel with you?If you are hesitating to get another perspective from trusted friends or family or some sort of career advisor in your area, where is the hesitation coming from?"
I've been like this ever since I was in school back then I transferred to another school. Now I'm thinking about changing my job.,"I recommend that you make a list of all the reasons you should change your life and all of the reasons you shouldn't change your life. Can the problem you are in be fixed? Is there others you can lean on for support? Are there other people you know who have been through a similar experience and are willing to share their story with you? It is important to rely on your support network to help you get multiple points of view. If you believe you need additional help, I suggest seeing a professional."
"I am a female and in my early teens. I don't want to feel afraid of people. When I meet someone, I know that they are okay, but I still feel afraid.","Maybe the problem is learning to trust yourself to not be afraid other people!Reflect on what you believe would increase your trust of believing your own judgement on whom to trust.If you've had any type of violation during your growing up years or witnessed someone in your family be violated, emotionally, physically or through some terrible accident or incident, then you may hesitate to believe other people are safe and not to be feared.Give yourself plenty of time and reassurance that as long as you are making sincere effort to increase you comfort around other people, eventually you will succeed."
"When I get talked to by my dad or stepmom, or if I'm in trouble, I will begin to cry and not say what's wrong with me. When my dad or stepmom ask what is wrong, I never know the answers or the words to put together what is actually wrong with me.","Maybe you need more time to reflect and organize your thoughts.Try to figure out what would make you feel more relaxed about talking to your dad or stepmom.Also its possible you simply don't feel safe around either of them and so intuitively realize you're better off not talking with them about a delicate matter.Depending on whether you trust talking to dad and stepmom, you may simply wish to excuse yourself from speaking about yourself.There's no good reason to be heartfelt with people whom you don't feel are willing to accept or understand who you are."
"A lot of times, I avoid situations where I am to meet new people because I have a fear of embarrassing myself. I often avoid large groups of people, like parties, because I think they all constantly judge me.","Why not accept and tolerate that you naturally are a shy person who doesn't like large groups?This is not necessarily something to get over if it is part of who you are.People have the capacity to judge others regardless of whether the group is large or small.If you aren't afraid of being judged in small groups then study the factors which allow you to feel safe in small groups. Possibly you can generalize your findings to large group venues.If you try the and aren't successful, then likely you simply aren't naturally someone who cares for large group settings.Not everything a person doesn't like is a symptom of something is wrong w the person!"
"Ive been on 0.5 mg of Xanax twice a day for the past month. It hasn't been helping me at all, but when I take 1 mg during a big anxiety attack, it calms me down. I was wondering how I can ask my psychologist to up the dose to 1 mg twice a day without her thinking I'm abusing them. I just have very big anxiety attacks. Should I stay on the 0.5mg and deal with the attacks or should I ask to up the dose? I'm afraid she will take me off them and put me on something else.","Staying on the lower dose may give you more room to learn strategies for coping with your anxiety. Medications are so helpful, and needed at times, but it's also important to have a variety of tools you use to manage your responses to stress. If you are not already seeing a therapist, consider finding one who can help you learn some effective strategies, like replacing self-defeating thoughts with ones that work better for you, or mindfulness, relaxation, or other tools to keep your anxiety in the manageable range!"
I just about fall asleep then I can't help but sit up and walk around.,"Maybe you are afraid to let go of your problems for a few hours.Although you didn't write this, usually what keeps people awake or prevents them from falling asleep are worries about certain situations in their lives.If this describes you then. maybe talk with yourself to convince you that you are entitled to a good night's sleep.Really we all are and feeling rested from the day and life's tensions will better you to handle whatever the particular matters are.Also, maybe you will be more enthusiastic to go to bed if you have a comfy mattress and nice pillows! Make your bed an inviting place because this will tempt you to enjoy relaxing enough to go to sleep!"
"I'm just an extremely paranoid person. I constantly feel as though I am in some sort of danger, like as though I live in a horror movie with no resolution. It worsens at night. It gets to the point I'm scared in my own home more so than anything. I have no access to the help I need so I'm desperate.","One approach is to be more accepting of yourself as someone who has fears.It is much easier to manage a problem when you're not fighting yourself for having a problem.Once you are willing to accept this quality within yourself you may start to feel a little more relaxed about handling the fears when they arise.One answer is to examine the facts about the fears. Ask yourself fact based questions as to how you would handle the worse case scenario of your fears.Feeling prepared, whether or not the circumstance is highly unlikely to happen, may increase your peace of mind with living the great fears within your mind."
I shake and have panic attacks.,"One way to understand panic attacks is as a sign of feeling insecure or lacking confidence in a certain area or characteristic of yourself.The insecurity can sometimes feel overwhelming and this starts the sense of panic. One way to build your sense of security within yourself is to have a simple life and a slow paced life. When there are many activities or involvements to pay attention, then it is easy to not give full attention to all of them. This may trigger a sense of insecurity since in fact you may not have had sufficient time to study and know your own opinion about all of what your life is immersed in.A simpler life of fewer activities allows more time to know and understand your own inner feelings and reactions.To know more about yourself may help build your confidence and security in your ability to know and live what goes on in your life!"
"I panicked over a minor parking lot mistake. It was totally my fault, but due to another insurance issue, I left a note with an illegible phone number. Guilty over this, I got an envelope containing several hundred dollars. Unfortunately, by the time I returned, the other driver had seen my ersatz note and drove away. Since I cannot make this up to that individual, how do I atone for my cowardly act? I have been trying to do random acts of kindness in hopes that karma will somehow even out.","From your writing, you have already atoned for what you describe as ""cowardly"".Recognizing your action and trying to directly correct it, realizing your action was improper and demonstrating the willingness to take right action, are all examples of making things right.Since the actual driver is unavailable to consult as to their wishes on what they expect and feel would correct the matter, you did the next best thing and considered the situation from the driver point of view."
"I panicked over a minor parking lot mistake. It was totally my fault, but due to another insurance issue, I left a note with an illegible phone number. Guilty over this, I got an envelope containing several hundred dollars. Unfortunately, by the time I returned, the other driver had seen my ersatz note and drove away. Since I cannot make this up to that individual, how do I atone for my cowardly act? I have been trying to do random acts of kindness in hopes that karma will somehow even out.","Thanks for sharing as it shows your humanity and that you have a sensitive conscience. In your example here I'd encourage you to always think, ""safety first"" and never offer a stranger at the accident scene ""...several hundred dollars"". Why? Because it could go badly against you i.e. extortion, robbed, or would this be considered a bribe. To the point, I'm reminded of Steps Eight and Nine in many 12-step programs regarding making amends. In your specific example since the injured unidentified party departed, and by your own admission you've been doing random acts of kindness, it seems to me you've acted in reasonable good faith fashion to make amends. Well done. I'm not a karma expert but as a therapist I would invite you to explore the deeper story behind your use of the words ""cowardly"", ""guilty"", and what it does for you to engage in ""random acts of kindness"". What a fascinating journey this could be for you. Best wishes."
I feel too scared to meet people I don't know - even relatives. I don't ever raise my hand or talk in school. I feel like no one understands. How can I handle this?,"It certainly sounds like you have some anxiety. Before deciding whether it was social anxiety or a more general type of anxiety, I would wonder what it is that you think will result from you raising your hand or talking to someone you don't know. Here is some information on social anxiety  would recommend talking to a local mental health professional. It sounds like your anxiety is affecting your daily life and there are lots of strategies that may help to lessen that.Thanks for being brave to post here."
"I've known him for about six years. We've dated off and on. I hadn't seen him in close to three years but recently started seeing him again. I really want this to last this time. I stayed the night. Do I text, call, or make contact first, the same day of the morning I left his house?","It is possible your question reflects some insecurity about whether or not either or you would like this relationship to continue.Otherwise, the answer to your question would appear naturally. If you genuinely feel close enough to this person to sleep with him, then who texts whom first, wouldn't really matter too much.Try to understand within yourself whether you feel truly interested in this person as much as you would like to feel toward someone."
